企业名称,招聘岗位,工作城市,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘类别,初级分类,学历要求_排序,要求经验_排序,平均月薪,薪资浮动,薪资等级,企业规模,行业类型,年终奖估算
麦格米特,储能硬件工程师（西安）,西安,25000.0,40000.0,"岗位职责:
1、负责储能逆变器产品开发，包含硬件系统设计、电路设计，器件选型，问题解决等。
2、根据需求进行产品方案评估，方案确定后进行相关功能模块电路设计、关键器件选型、损耗计算，仿真等。
3、统筹项目机构软件等其他角色的任务安排。
4、主导项目开发，包含设计、试做、测试安排和研发问题解决，并不断优化测试用例。
5、主导安排产品安规认证测试。
6、主导项目各节点评审和各阶段结案。
7、支持制造中心对新产品样机的生产，协助产线异常问题排查。 

任职要求:
1、 本科及以上学历，电气自动化、电力电子技术或相关专业；
2、2年以上逆变器、开关电源、UPS、变频器等电力电子装置开发经验，熟悉研发流程；
3、熟练利用电力电子专业知识进行系统性的产品开发，主导完成硬件设计工作，诸如电路设计、器件应用、系统调试、问题分析等；
4、 熟悉电力电子仿真技术；能带领硬件工程师团队实现项目硬件诉求；
5、 工作严谨负责，具有良好的沟通能力和团队合作精神。    来源：马 克 团 队",本科,3-5年,全职,电子/半导体/集成电路,5,2,32500.0,15000.0,30K以上,其他,电子硬件,7500.0
河南新世纪拓普电子技术有限公司,Unity3D开发工程师,郑州,8000.0,13000.0,"1、三年以上Unity3D开发经验，熟悉常用设计模式、多线程、网络编程；
2、精通 C#或C+＋语言及面向对象编程、具有严谨的逻辑思维能力；
3、拥有良好的代码风格，代码书写规范，注释明确；
4、精通使用 NGUI或 UGUI，熟悉 3D图形学，对基本的shader了解；
5、有一定的 3D图形学基础和算法基础，熟悉Unity引擎深度优化（渲染、CPU性能、内存、IO等）；
6、身体健康，精力充沛，责任心强，有积极乐观的生活态度且无不良嗜好，能够与公司长期稳定共同发展。",本科,1-3年,全职,IT服务,5,1,10500.0,5000.0,8K-12K,大中型企业,IT互联网,2500.0
天翼交通科技有限公司,感知算法工程师(J10209),苏州,15000.0,25000.0,岗位职责: 工作职责: -负责车路协同/自动驾驶中基于图像或点云的目标检测/分类、目标跟踪/ReID、行为/轨迹预测、语义分割、事件检测等； -负责数据/特征/语义融合感知算法模型研发； -负责相机/激光雷达等传感器仿真数据的自动生成； -负责车路协同/自动驾驶感知相关算法模块的研发及维护 任职要求: 职位要求: -即将取得计算机，电子，数学等相关专业的硕士/博士研究生学历； -对机器学习和深度学习有深入理解，熟悉主流深度学习模型和优化方法； -具有目标检测/语义分割/深度估计/目标跟踪/ReID/轨迹预测/GAN等模型的开发和实现经验； -熟练掌握一个或多个深度学习框架，包括但不限于PyTorch、TensorFlow、PaddlePaddle等； -熟练掌握数据结构与算法； -学习能力强并紧跟行业发展动态，有以下经历优先：  -发表过相关领域顶会/期刊论文； -ACM/ICPC或同级别编程竞赛获奖； -熟悉非深度学习计算机视觉算法；,硕士,经验不限,全职,人工智能,6,5,20000.0,10000.0,20K-30K,大中型企业,IT互联网,5000.0
陕西国铁工程咨询管理有限公司,项目管理工程师,西安,6000.0,12000.0,"任职要求：
1.大专及以上学历，55岁及以下。
2.熟悉铁路营业线施工、临近营业线施工。
3.有工程局工作经验。
4.担任过项目经理、项目副经理、项目总工、安质部部长、工程部部长优先。
5.有注册一级建造师优先。   （来源 马克数据网）",大专,5-10年,全职,客运服务,4,3,9000.0,6000.0,8K-12K,大中型企业,物流交通,3000.0
湖北鑫光智能装备有限公司,软件工程师,襄阳,8000.0,13000.0,"2年及以上自动化相关工作经验，薪酬7000-10000元
1.具备一定的面向对象编程思想，能够熟练使用框架；
2.掌握C#编程和Visual Studio的使用，能够进行复杂业务模块编程，能编写自定义控件；
3.掌握MS SQL Server、Oracle、MySQL等数据库的一种或多种；
4.掌握B/S,C/S结构的开发，并熟练掌握多种UI编程相关技术；
5.掌握NHibernate、Hibernate、EF、MVC等工具或框架一种或多种的使用；
6.掌握N层体系架构原理及实现；
具备良好的语言表达能力与文档编写能力；",本科,3-5年,全职,工业自动化,5,2,10500.0,5000.0,8K-12K,大中型企业,制造业,2500.0
西安市房产测量事务所有限公司,CAD二次开发工程师,西安,4000.0,6000.0,"工作职责:
（1）负责CAD相关功能模块的开发及维护升级工作；
（2）负责已有CAD程序的BUG修改和完善；
（3）负责技术文件的整理，形成功能设计文档； 
（4）配合完成上级领导下发的其他任务。
岗位要求：
（1）本科及以上学历，地理信息系统、计算机软件工程相关专业优先， 1-3年及以上CAD软件开发相关经验，研究生学历优先；
（2）熟悉AutoCAD二次开发框架，熟悉软件架构设计的基本方法和工具，熟悉软件开发流程与设计模式，熟悉常用数据结构与算法；
（3）熟悉JAVA、C#、C++等至少一种高级开发语言；
（4）至少熟练使用一种主流CAD软件，如AutoCAD、CAXA、CATIA等；
（5）具有CAD二次开发、GIS开发项目经验者优先。",本科,1-3年,全职,专业技术服务,5,1,5000.0,2000.0,5K-8K,大中型企业,专业服务,1000.0
日善电脑配件(嘉善)有限公司,项目管理高级工程师,嘉兴,13000.0,25000.0,"岗位要求：
1.英语4级以上
2.Excel精通，其他办公软件熟练
3.具备良好的逻辑思考能力，有较强亲和力,能准确沟通自己需求
4.具备一定工程思维能力,具备制造业背景
5.具备PM理念,有较强事项梳理管理能力
岗位：项目管理高级工程师
工作内容：
1.专案推动-推动工程单位锁定设计&确认需求,推动采购，关务等相关部门设备治工具相关进度
2.对内窗口-对内汇总汇报设备工治具进度,协作CapEx GSM 与采购完成和厂商FCST，PR,PO相关确认动作,追进设备进厂,异常处理
3.费用管控-操作专案设备预算,核算预算信息,设备回收与管控,完成NPI到量产阶段设备制工具交接动作以及费用管控
4.设备资产管理(生产/闲置),资源合理分配,保证资源达到最大利用率
 
职位福利：五险一金、绩效奖金、包吃、包住、带薪年假、餐补、每年多次调薪、多次晋升机会。关注公众号马克数据网",本科,5-10年,全职,金属制品业,5,3,19000.0,12000.0,12K-20K,大中型企业,制造业,6000.0
湖南芙蓉云通信息科技有限公司,系统运维工程师,长沙,10000.0,20000.0,"岗位职责： 
  负责开发测试、生产环境的规划、设计、搭建和实施工作；  负责业务平台的维护和优化、安全监控、系统性能管理和优化；  负责业务平台故障处理，及时应急响应平台软硬件、网络信息安全等相关事件处理，并形成运维知识库。  
任职要求： 
  计算机等相关专业本科及以上学历，至少具备3年以上独立运维经验；  精通Linux、windows等主流操作系统的安装、配置、维护和优化；  精通Apache、NginX、Redis、Oracle、MySQL、Squid、Docker、Kubernetes、Openstack等常用中间件、数据库、云平台的安装、配置和维护和优化，有分布式系统的建设和管理维护经验；  精通Zabbix、Nagios、Prometheus、Grafana、ELK等主流监控和日志系统;  精通和灵活运用1种以上的脚本语言，包括：Shell、PHP、Python等；  能够熟练排查系统故障，进行安全补丁升级、基线配置、安全漏洞加固；  熟悉服务器、存储硬件设备；  具备良好的沟通能力，学习能力、责任心，执行力、具有团队协作精神。
备注：此岗位工作地点在益阳",本科,3-5年,全职,IT服务,5,2,15000.0,10000.0,12K-20K,大中型企业,IT互联网,5000.0
河北永通鹏瑞汽车销售服务有限公司,AITO汽车服务顾问,廊坊,5000.0,8000.0,"岗位职责：
1、日常工作：即是服务流程七步法(预约、接待、填制派工单、修理、质检、跟踪服务)
2、通过电话或者面对顾客处理投诉，简历客户档案和客户车辆档案。
3、收集客户的相关信息，如客户需求、建议、市场活动效果等等，并及时反馈。
4、接受有关汽车保养和核准的维修流程、车辆使用以及当地车辆法规的询问。
5、协助前台与车间的工作，使其正常运作。
6、严格执行汽车配件、索赔的相关政策。
7、就维修和保养方面的内容，积极向客户提供参考建议，并提出基本准确的报价
8、积极努力地向客户介绍和推荐各种售后服务项目和优惠促销活动项目。
9、辅助服务经理开展相关的工作。
任职要求：
1、大专以上学历，汽车维修等相关专业
2、有一年以上的汽车同行的相关经验
3、具有良好的服务意识
4、具有较强的沟通和应变能力
5、具有电脑操作技能
6、有驾照",大专,1-3年,全职,汽车4S店/经销商,4,1,6500.0,3000.0,5K-8K,大中型企业,零售贸易,1500.0
新奥集团,综合能源技术支持,牡丹江,8000.0,10000.0,"岗位职责：
1、负责牡丹江工商业企业用户综合能源项目开发，包括但不限于蒸汽托管、分布式光伏运维、空压机托管等市场开拓；
2、负责域内存量用户用能需求挖掘，从单一用能方案向综合能源解决方案开拓，升级用能业态；
3、负责编制简版能源解决方案、技经测算方案，结合客户需求及公司业务规范起草合作协议，并持续跟进项目落地及回款等；
4、负责客户关系及生态伙伴关系维护。
岗位要求：
1、大专及以上学历，热电、能动等相关专业毕业；
2、2年以上综合能源或相关行业从业经历，具有独立市场开发经验者、或独立编制解决方案者优先考虑；
3、具备良好的适应能力、承压能力，快速融入团队；
4、C1驾照、初级职称及以上；
5、工作地点：牡丹江
。更多数据：www.macrodatas.cn",大专,1-3年,全职,电力/水利/热力/燃气,4,1,9000.0,2000.0,8K-12K,大中型企业,能源化工,1000.0
捷安高科,前端开发工程师(A106641),郑州,7000.0,10000.0,职位描述： 岗位职责 参与产品设计需求讨论，根据设计UI效果制作高质量、高兼容性的页面和代码； 利用HTML5相关技术开发软件平台的web前端页面； 3、基于HTML5编写可复用的用户界面组件; 4、持续优化前端用户体验和页面响应速度，并保证浏览器的兼容性和执行效率; 5、关注和学习前沿前端研发技术，合理选择，并能在团队中积极推广和应用；  职位要求： 1、 计算机相关专业，本科以上学历； 2、 拥有5年及以上Web前端开发经验； 3、精通html5、css3、js(ES5\ES6)等前端技术，熟悉页面架构和布局； 4、熟悉并使用vue.js及其UI框架(PC/移动端)进行前后端数据交互项目开发，对前端模块化、组件化有所理解； 5、熟悉前后端分离开发模式，熟悉接口规范； 6、具有良好的编码规范，能够编写规范化、易维护和可扩展的代码； 7、能够胜任接口数据对接，与后台开发人员合作，将前端业务逻辑与后台数据有效的结合完成功能实现。,本科,5-10年,全职,计算机软件,5,3,8500.0,3000.0,8K-12K,其他,IT互联网,1500.0
